Time,Left,U
12453,14656,73.3281
12465,14640,74.0111
12477,14576,74.7018
12489,14560,75.3993
12501,14528,76.1029
12513,14512,76.8114
12525,14480,77.5241
12537,14448,78.24
12549,14416,78.9582
12561,14384,79.6778
12573,14368,80.3977
12585,14352,81.1172
12597,14288,81.8352
12609,14256,82.5508
12621,14224,83.2631
12633,14176,83.9712
12645,14128,84.6741
12657,14080,85.371
12669,14048,86.0609
12681,14048,86.743
12695,14000,87.5276
12707,13936,88.1897
12719,13872,88.8411
12731,13824,89.4811
12743,13792,90.1087
12755,13744,90.7233
12767,13712,91.324
12779,13680,91.91
12791,13664,92.4806
12803,13632,93.035
12815,13616,93.5725
12827,13584,94.0924
12839,13584,94.5941
12851,13568,95.0768
12863,13536,95.54
12875,13504,95.9831
12887,13504,96.4055
12899,13504,96.8066
12911,13488,97.1859
12923,13440,97.5429
12935,13424,97.8773
12947,13424,98.1884
12959,13392,98.476
12971,13376,98.7396
12983,13360,98.979
12995,13328,99.1937
13007,13312,99.3836
13019,13280,99.5484
13031,13248,99.6879
13043,13216,99.8018
13055,13168,99.89
13068,13136,99.9566
13080,13088,99.9911
13092,13040,99.9996
13103,13008,99.9847
13115,12976,99.9436
13128,12944,99.87
13140,12912,99.7751
13152,12880,99.6547
13164,12864,99.5088
13176,12864,99.3376
13188,12848,99.1413
13200,12832,98.9202
13212,12816,98.6747
13224,12800,98.4049
13236,12800,98.1113
13248,12800,97.7942
13260,12800,97.454
13272,12800,97.0912
13284,12800,96.7063
13296,12736,96.2997
13308,12736,95.872
13320,12736,95.4238
13332,12736,94.9555
13344,12736,94.4679
13356,12736,93.9615
13368,12768,93.437
13380,12800,92.8951
13392,12800,92.3365
13404,12816,91.7619
13416,12816,91.1721
13428,12832,90.5678
13440,12848,89.9498
13452,12864,89.3189
13464,12880,88.676
13476,12896,88.0218
13488,12912,87.3572
13500,12928,86.683
13512,12960,86.0002
13524,12976,85.3097
13536,13024,84.6122
13548,13040,83.9088
13560,13072,83.2003
13572,13104,82.4876
13584,13120,81.7718
13596,13152,81.0536
13608,13184,80.3341
13620,13216,79.6141
13632,13232,78.8947
13644,13280,78.1766
13656,13296,77.461
13668,13312,76.7486
13680,13360,76.0404
13692,13376,75.3374
13704,13408,74.6404
13716,13424,73.9504
13728,13440,73.2682
13740,13488,72.5947
13752,13520,71.9308
13764,13552,71.2774
13776,13696,70.6352
13788,13728,70.0053
13800,13776,69.3882
13812,13808,68.7849
13824,13872,68.1962
13836,13920,67.6227
13849,14000,67.0196
13861,14048,66.4804
13873,14112,65.9587
13885,14160,65.4552
13897,14224,64.9705
13909,14288,64.5053
13921,14320,64.0602
13933,14368,63.6357
13945,14400,63.2325
13957,14432,62.851
13969,14480,62.4917
13981,14512,62.1551
13993,14544,61.8416
14005,14592,61.5516
14017,14608,61.2856
14029,14640,61.0438
14041,14672,60.8266
14053,14720,60.6342
14065,14736,60.4669
14077,14784,60.3249
14089,14784,60.2084
14101,14800,60.1176
14113,14816,60.0525
14125,14848,60.0133
14137,14848,60
14149,14880,60.0126
14161,14880,60.0511
14173,14880,60.1154
14185,14896,60.2056
14197,14928,60.3213
14209,14928,60.4626
14221,14928,60.6292
14233,14928,60.8209
14245,14912,61.0374
