Time,Left,Right
1604818040005,2080,24512
1604818040025,2064,24512
1604818040566,7328,24224
1604818040587,7232,25616
1604818040607,7248,26208
1604818040628,7136,26384
1604818040648,6592,26400
1604818040669,6336,26000
1604818040689,6368,25248
1604818040710,6416,24432
1604818040730,6688,23696
1604818040751,7024,23008
1604818040771,7408,22400
1604818040791,7872,21760
1604818040811,8352,21088
1604818040831,8832,20496
1604818040851,9360,19952
1604818040870,9872,19456
1604818040890,10432,18992
1604818040911,10992,18528
1604818040931,11568,18064
1604818040952,12160,17536
1604818040972,12752,17040
1604818040992,13344,16544
1604818041012,14032,16000
1604818041032,14576,15488
1604818041051,15248,15008
1604818041071,15856,14528
1604818041091,16496,14064
1604818041111,17120,13568
1604818041132,17760,13104
1604818041152,18384,12624
1604818041173,18976,12144
1604818041193,19584,11728
1604818041213,20176,11216
1604818041233,20752,10688
1604818041252,21328,10224
1604818041272,21840,9712
1604818041292,22464,9184
1604818041312,23088,8672
1604818041333,23680,8112
1604818041353,23808,7456
1604818041374,24208,6816
1604818041394,24144,8992
1604818041414,25344,7520
1604818041433,26144,5680
1604818041453,24976,4336
1604818041473,25104,3472
1604818041493,25056,3376
1604818041513,24816,3296
1604818041534,24736,2688
1604818041554,24800,2432
1604818041575,24736,2368
1604818041595,24672,2096
1604818041615,24672,2080
1604818041634,24672,2064
1604818041654,24672,2064
1604818041674,24656,2064
1604818041694,24672,2064
1604818041714,24672,2080
1604818041735,24672,2064
1604818041755,24672,2080
1604818041775,24672,2080
1604818041796,24672,2080
1604818041815,24656,2080
1604818041835,24656,2048
1604818041855,24656,2064
1604818041875,24656,2064
1604818041895,24656,2048
1604818041915,24656,2064
1604818041935,24656,2064
1604818041956,24656,2064
1604818041976,24656,2064
1604818041997,24656,2064
1604818042017,24672,2064
1604818042036,24656,2064
1604818042056,24672,2064
1604818042076,24656,2080
1604818042096,24672,2064
1604818042117,24672,2080
1604818042137,24672,2064
1604818042158,24672,2080
1604818042178,24672,2080
1604818042199,24672,2080
1604818042218,24672,2080
1604818042238,24672,2064
1604818042258,24672,2064
1604818042278,24656,2080
1604818042298,24672,2064
1604818042318,24672,2080
1604818042339,24672,2064
1604818042359,24672,2080
1604818042379,24672,2080
1604818042400,24672,2080
1604818042419,24672,2064
1604818042439,24656,2048
1604818042459,24672,2080
1604818042478,24656,2080
1604818042499,24672,2064
1604818042519,24672,2080
1604818042540,24672,2064
1604818042560,24672,2080
1604818042601,24768,7424
1604818042620,25808,7440
1604818042640,26160,7424
1604818042660,26192,7344
1604818042680,26208,7024
1604818042700,25808,6464
1604818042720,25008,6096
1604818042741,24160,6000
1604818042761,23280,6064
1604818042782,22480,6320
1604818042802,21856,6672
1604818042821,21200,7088
1604818042841,20576,7520
1604818042861,20000,8000
1604818042881,19424,8512
1604818042901,18864,8976
1604818042921,18272,9472
1604818042941,17648,9936
1604818042962,17072,10480
1604818042982,16400,10976
1604818043002,15728,11440
1604818043022,15216,11904
1604818043042,14496,12384
1604818043062,13872,12848
1604818043081,13216,13312
1604818043101,12624,13808
1604818043122,12048,14320
1604818043142,11424,14816
1604818043163,10784,15280
1604818043183,10176,15776
1604818043203,9568,16288
1604818043223,9008,16784
1604818043243,8432,17280
1604818043263,7888,17728
1604818043282,7344,18192
1604818043302,6784,18720
1604818043323,6208,19200
1604818043343,5584,19632
1604818043364,4528,20096
1604818043384,4368,20432
1604818043404,5184,20800
1604818043424,3904,21856
1604818043444,2768,22064
1604818043464,2960,22752
1604818043483,2640,23008
1604818043503,2496,23392
1604818043524,2240,23456
1604818043544,2080,23600
1604818043565,4256,23136
1604818043585,2240,23168
1604818043605,2208,23760
1604818043625,2352,24912
1604818043645,2096,24784
1604818043664,2096,24544
1604818043684,2080,24576
1604818043704,2096,24560
1604818043725,2096,24576
1604818043745,2080,24576
1604818043766,2096,24576
1604818043786,2096,24576
1604818043806,2096,24576
1604818043833,2064,24576
1604818043852,2064,24544
1604818043872,2064,24544
1604818043892,2048,24544
1604818043912,2064,24544
1604818043931,2064,24544
1604818043950,2048,24528
1604818043969,2064,24544
1604818043988,2080,24544
1604818044007,2080,24560
1604818044026,2080,24576
1604818044044,2080,24576
1604818044063,2080,24576
1604818044082,2080,24576
1604818044101,2080,24560
1604818044120,2080,24576
1604818044139,2080,24576
1604818044158,2080,24560
1604818044177,2080,24576
1604818044195,2080,24576
1604818044214,2080,24576
1604818044233,2080,24576
1604818044252,2080,24560
1604818044271,2080,24576
1604818044290,2080,24576
1604818044309,2080,24560
1604818044328,2080,24576
1604818044347,2080,24576
1604818044365,2080,24576
1604818044384,2080,24576
1604818044403,2080,24560
1604818044422,2080,24576
1604818044441,2080,24560
1604818044460,2080,24560
1604818044479,2096,24576
1604818044498,2080,24576
1604818044517,2080,24576
1604818044536,2080,24576
1604818044554,2080,24560
1604818045095,7536,23536
1604818045115,7520,25072
1604818045136,7488,26064
1604818045156,7456,26432
1604818045177,7056,26480
1604818045197,6592,26368
1604818045218,6416,25760
1604818045237,6416,24928
1604818045257,6544,24192
1604818045277,6880,23552
1604818045297,7264,22864
1604818045317,7648,22272
1604818045338,8128,21616
1604818045358,8608,20944
1604818045379,9120,20368
1604818045399,9632,19808
1604818045419,10160,19280
1604818045439,10720,18880
1604818045458,11264,18352
1604818045478,11840,17904
1604818045498,12384,17392
1604818045518,13024,16912
1604818045539,13696,16448
1604818045559,14304,15872
1604818045580,14992,15360
1604818045600,15584,14912
1604818045620,16256,14368
1604818045640,16928,13888
1604818045660,17520,13424
1604818045679,18080,12960
1604818045699,18688,12480
1604818045719,19280,12080
1604818045739,19872,11648
1604818045758,20416,11168
1604818045778,21008,10656
1604818045798,21600,10144
1604818045818,22144,9648
1604818045839,22768,9120
1604818045859,23424,8592
1604818045880,23840,8048
1604818045900,24048,7280
1604818045920,24752,6352
1604818045940,25008,7712
1604818045960,25424,7728
1604818045979,25632,6256
1604818045999,24992,4016
1604818046019,24352,3488
1604818046040,25008,2944
1604818046060,24880,2928
1604818046081,24880,2336
1604818046101,24864,2432
1604818046121,24752,2352
1604818046141,24752,2080
1604818046161,24752,2064
1604818046180,24752,2064
1604818046200,24752,2064
1604818046220,24752,2048
1604818046241,24768,2064
1604818046261,24752,2064
1604818046281,24752,2064
1604818046302,24752,2064
1604818046322,24752,2064
